,Race
1872,Mallow Commercials CVRT Test Centre Handicap Hurdle
1873,Woodlands House Hotel Adare (Pro/Am) INH Flat Race
1874,Ryan's Cleaning Maiden Hurdle
1875,Cawley Furniture Novice Handicap Hurdle
1876,Irish Stallion Farms EBF Honeysuckle Mares' Novice Hurdle (Grade 1)
1877,Paddy Kehoe Suspended Ceilings Novice Hurdle (Grade 2)
1878,Donohue Marquees Novice Hurdle (Grade 2)
1879,"BoyleSports, Proud Sponsors Since 2014 Novice Handicap Chase (Listed Race)"
1880,WillowWarm Gold Cup (Chase) (Grade 1)
1881,Tattersalls Ireland George Mernagh Memorial Sales NH Flat Race
1882,Visit Irish Bloodstock Sales With ITM Maiden Hurdle (GBB Race)
1883,Betting.Bet Free Bets Handicap Chase
1884,Betting.Bet New Betting Sites Handicap Chase (GBB Race)
1885,Visit Irish P2P Sales With ITM Handicap Hurdle
1886,Betting.Bet Grand National Betting Handicap Chase
1887,everytip.com - Racing Tips Open National Hunt Flat Race (Category 1 Elimination) (GBB Race)
1888,Fisher Electrical Contractors Juvenile Maiden Hurdle (GBB Race)
1889,Cecil & Sheila Buttifant Memorial Mares' Handicap Hurdle
1890,Aldiss Selling Handicap Chase
1891,Aldiss Seniors' Handicap Hurdle
1892,Bruce Towers & Sons Mechanical Engineers Handicap Chase
1893,Revel Music Festival Fakenham Racecourse 27th July Mares' Open Maiden NH Flat Race (C3 Elim') (GBB)
1894,Happy Easter From Rhino.Bet Mares' Handicap Chase
1895,Follow Us On X @betrhino Novices' Hurdle (GBB Race)
1896,Read Henry Brooke On Blog.Rhino.Bet Novices' Handicap Hurdle (Div 1)
1897,Read Henry Brooke On Blog.Rhino.Bet Novices' Handicap Hurdle (Div 2)
1898,Daily Football Offers At Rhino.Bet Handicap Chase
1899,Boost Your Winnings At Rhino.Bet Handicap Hurdle
1900,Follow Rhino.Bet On Instagram Open National Hunt Flat Race (Category 2 Elimination) (GBB Race)
1901,"Virgin Bet/EBF Restricted Novice Stakes (Bands B, C & D) (EBF Restricted Race Qualifier) (GBB Race)"
1902,Virgin Bet Fives/EBF Novice Stakes (GBB Race)
1903,Virgin Bet Every Saturday Money Back Magnolia Stakes (Listed Race)
1904,Virgin Bet Daily Price Boosts Handicap (London Middle Distance Series Qualifier)
1905,Virgin Bet Best Odds Daily Handicap (London Sprint Series Qualifier)
1906,Virgin Bet Daily Extra Places Handicap (London Mile Series Qualifier)
1907,Virgin Bet Handicap (London Mile Series Qualifier)
1908,Bob Champion Cancer Trust Sussex Champion Handicap Chase (GBB Race)
1909,Thank You Jamie Moore Conditional Jockeys' Handicap Hurdle
1910,Gordon And Angela Ashdown Novices' Handicap Chase
1911,"William Hill Epic Value ""National Hunt"" Maiden Hurdle (GBB Race)"
1912,Millie's 18th Birthday Celebration Novices' Limited Handicap Hurdle
1913,David Slater Big 7-0 Birthday Novices' Handicap Chase (GBB Race)
1914,Weatherbys Print Direct Open Maiden National Hunt Flat Race (Category 3 Elimination) (GBB Race)
1915,Get the Inside Track With raceday-ready.com Handicap
1916,Tips For Every Race At raceday-ready.com Novice Stakes (GBB Race)
1917,Download The Raceday Ready App Maiden Stakes (GBB Race)
1918,Free Digital Racecard At raceday-ready.com Handicap
1919,Get Raceday Ready Handicap
1920,Download The Racecourse App Raceday Ready Handicap (Div 1)
1921,Download The Racecourse App Raceday Ready Handicap (Div 2)
1922,Hibernian Hotel Mallow Maiden Hurdle
1923,Leisure Domes Ltd Marquee Hire Handicap Hurdle
1924,Coolmore N.H. Sires Pyledriver Handicap Chase
1925,Rathbarry & Glenview Studs Mares Maiden Hunters Chase
1926,John Thomas McNamara Series Maiden Hunters Chase
1927,Jack Tyner Memorial Hunters Chase
1928,Pegus Horse Feed Point-To-Point Flat Race
1929,Cork & Waterford Mares Point-To-Point Flat Race
1930,Farmhouse Foods Novice Handicap Hurdle
1931,O'Driscoll's Irish Whiskey Juvenile Hurdle (Grade 2)
1932,Fairyhouse Steel Handicap Hurdle
1933,Rathbarry & Glenview Studs Hurdle (Grade 2)
1934,McInerney Properties Fairyhouse Chase (Grade 2)
1935,BoyleSports Irish Grand National Chase (Extended Handicap Chase) (Grade 3)
1936,Envirogreen Building Services Handicap Chase
1937,Leinster Reinforcements & Brazil Piling (Pro/Am) INH Flat Race
1938,Catstree Mares' Handicap Chase
1939,Sarah Turner Birthday Trophy Mares' Novices' Hurdle (GBB Race)
1940,Derek And Elaine Thompson 59th Celebration Handicap Hurdle
1941,Weatherbys nhstallions.co.uk Boyne Cup (A Handicap Chase)
1942,HR.Smith Handicap Hurdle
1943,weatherbysshop.co.uk Open Hunters' Chase
1944,Northern Commercials Iveco Driveaway Novice Stakes (GBB Race)
1945,Jamaican Flight Handicap (Round 1 Of The Pontefract Stayers' Championship 2024)
1946,William Hill Extra Place Races Every Day Handicap
1947,Napoleons Casino Bradford Handicap
1948,"Edie, Linda & Philip Grundy April Birthdays Handicap"
1949,Always Trying Syndicate Handicap
1950,Tips For Every Race At raceday-ready.com Apprentice Handicap
1951,Get Raceday Ready Maiden Stakes (GBB Race)
1952,Free Digital Racecard At raceday-ready.com Fillies' Handicap
1953,Download The Racecourse App raceday-ready.com Restricted Novice Stakes (Bands C And D) (GBB Race)
1954,Get Raceday Ready Handicap (Div 1)
1955,Get Raceday Ready Handicap (Div 2)
1956,Flat Season Starts Now Apprentice Handicap
1957,Raceday Ready Handicap
1958,Congratulations Fifi & Sine Nomine Handicap
1959,Visit Racingtv.com Novice Stakes (GBB Race)
1960,Download Raceday Ready Today Handicap
1961,Racing Again 24th April Handicap
1962,Unibet More Boosts In More Races Maiden Stakes (GBB Race) (Div 1)
1963,Unibet More Boosts In More Races Maiden Stakes (GBB Race) (Div 2)
1964,Unibet Zero% Mission Fillies' Novice Stakes (GBB Race)
1965,Unibet Additional Maiden Stakes (GBB Race)
1966,Unibet Support Safe Gambling Fillies' Handicap
1967,Try Unibet's New Acca Boost's Handicap (London Sprint Series Qualifier)
1968,Bet @racingtv.com Handicap
1969,Download The Raceday Ready App Apprentice Handicap
1970,Get Raceday Ready Maiden Fillies' Stakes (GBB Race)
1971,Tips For Every Race At raceday-ready.com Novice Stakes
1972,Get Raceday Ready Handicap Chase
1973,Free Digital Racecard At raceday-ready.com Novices' Handicap Chase (GBB Race)
1974,Download The Racecourse App Raceday Ready Mares' Standard NH Flat Race (Cond/Amateurs) (Cat 1) (GBB)
1975,Get The Inside Track With raceday-ready.com Maiden Hurdle (Novices' Championship Qualifier) (GBB)
1976,Download The Raceday Ready App Handicap Hurdle
1977,Get Raceday Ready Handicap Hurdle
1978,"Get Raceday Ready Restricted Novice Stakes (For horses In Bands B, C And D) (GBB Race)"
1979,Book Your Summer Season BBQ Packages At Naas Racecourse Maiden Hurdle
1980,Irish Stallion Farms EBF Mares Maiden Hurdle
1981,Treo Eile Rated Novice Hurdle
1982,Owners Insurance Included In AIRO Membership Handicap Hurdle
1983,Thanks To All Our Sponsors In The National Hunt Season Handicap Hurdle
1984,Buy The Centenary Of Naas Racecourse Book By Turtle Bunbury Handicap Hurdle
1985,Irish Stallion Farms EBF Auction (Pro/Am) INH Flat Race (IRE Incentive Race)
1986,Enjoy The Racing App For Free Handicap
1987,"Try The Racing App This Afternoon Restricted Maiden Stakes (Bands B, C and D) (GBB Race)"
1988,Download The Racing App Now Handicap
1989,East Park Riding For The Disabled Handicap
1990,Trustee Fire & Security Ltd Handicap
1991,Blantyre Canter - Sponsored By Cleartech Maiden Hurdle (GBB Race)
1992,Go North Lady Buttons Mares' Hurdle Series Final (A Handicap Hurdle) (NHMOPS Bonus Race) (GBB Race)
1993,Go North Grey Bomber Juvenile Hurdle Series Final (A Handicap Hurdle) (GBB Race)
1994,Go North Brindisi Breeze Hurdle Series Final (A Handicap Hurdle) (GBB Race)
1995,Go North Sea Pigeon Hurdle Series Final (A Handicap Hurdle) (GBB Race)
1996,Racing Post Mares' Open National Hunt Flat Race (Category 2 Elimination) (GBB Race)
1997,Friday 12th July Ladies Day At Dundalk Stadium Handicap
1998,Dundalk Stadium Open All Summer Maiden
1999,Gateway Hotel Dundalk Race & Stay Apprentice Handicap (Div 1)
2000,Gateway Hotel Dundalk Race & Stay Apprentice Handicap (Div 2)
2001,Irishinjuredjockeys.com Fillies Maiden
2002,View Restaurant Summer Offer At Dundalk Stadium Handicap
2003,Dundalk Stadium Group Deals Available Race
2004,Racing Value At bet365 Apprentice Handicap
2005,Woodford Reserve Cardinal Conditions Stakes (The Road To The Kentucky Derby) (GBB Race)
2006,Watch Live Racing At bet365 Fillies' Handicap
2007,6 Horses Challenge At bet365 Maiden Stakes (GBB Race)
2008,Best Odds Guaranteed At bet365 Handicap
2009,Each Way Extra At bet365 Handicap
2010,"Virgin Bet Restricted Novice Stakes (For horses In Bands B, C And D) (GBB Race)"
2011,Virgin Bet Daily Price Boosts Snowdrop Fillies' Stakes (Listed Race)
2012,Virgin Bet Every Saturday Money Back Rosebery Handicap (London Middle Distance Series Qualifier)
2013,Virgin Bet Queen's Prize Handicap (London Stayers' Series Qualifier)
2014,Virgin Bet Daily Extra Places British EBF Fillies' Conditions Stakes (GBB Race)
2015,Virgin Bet Best Odds Daily British EBF Conditions Stakes (Colts & Geldings)
2016,Virgin Bet Fives Handicap (London Sprint Series Qualifier)
2017,Download The Racing App Conditional Jockeys' Handicap Hurdle
2018,Brian Mellor Financial Services 30th Anniversary Novices' Hurdle (GBB Race)
2019,John Gallagher JG Memorial Mares' Handicap Hurdle
2020,Weatherbys nhstallions.co.uk Novices' Limited Handicap Chase (GBB Race)
2021,Brian Cooke Retirement Celebration Handicap Chase
2022,Try The Racing App This Afternoon Handicap Hurdle
2023,"Enjoy The Racing App For Free ""Junior"" National Hunt Flat Race (GBB Race)"
2024,Best Cleaning Group Handicap
2025,Blackmore Building Contractors Maiden Fillies' Stakes (GBB Race)
2026,KG Flooring Bath Handicap
2027,Try The Racing App This Afternoon Handicap
2028,Watch Races On The Racing App Handicap
2029,Download The Racing App Now Handicap (Div 1)
2030,Download The Racing App Now Handicap (Div 2)
2031,Pauline Phizacklea Memorial Novices' Hurdle (GBB Race)
2032,Mark Nield Wealth Management Go North One Man Series Final Handicap Chase (GBB Race)
2033,Mark Nield Wealth Management Go North Monet's Garden Series Final Handicap Chase (GBB Race)
2034,Mark Nield Wealth Management Go North Red Rum Series Final Handicap Chase (GBB Race)
2035,Eloise And Katie Memorial Trust Veterans' Handicap Chase (Qual') (Leg 5 Of Stayers' Veterans Series)
2036,Racing Post Open National Hunt Flat Race (Category 1 Elimination) (GBB Race)
2037,Watch Irish Racing On Racing TV Maiden Hurdle (GBB Race)
2038,Exeter Racecourse Handicap Hurdle
2039,Devon Stayers Handicap Chase
2040,Harcombe Handicap Hurdle
2041,Bet At racingtv.com Mares' Handicap Chase
2042,Point-To-Point Bumper Maiden National Hunt Flat Race (Category 3 Elimination) (GBB Race)
2043,Flat Is Back At Leopardstown (C & G) Maiden
2044,"Ballylinch Stud ""Bayside Boy"" Fillies Maiden"
2045,"Ballylinch Stud ""Red Rocks"" Stakes (Group 3) (Colts & Geldings)"
2046,"Ballylinch Stud ""Priory Belle"" Stakes (Group 3) (Fillies)"
2047,P.W. McGrath Memorial Ballysax Stakes (Group 3)
2048,1888 Restaurant Handicap
2049,Legacy Wine Bar Handicap
2050,Sunday 12th May Leopardstown Family Day Handicap
2051,Enjoy The Racing App For Free Amateur Jockeys' Handicap
2052,Try The Racing App This Afternoon Novice Stakes (GBB Race)
2053,At The Races App Form Study Handicap
2054,Sky Sports Racing Sky 415 / EBF Novice Stakes (GBB Race)
2055,Sky Sports Racing HD Virgin 519 Fillies' Handicap
2056,Tips For Every Race At raceday-ready.com Maiden Stakes (GBB Race)
2057,"Download The Raceday Ready App ""Confined"" Handicap (No Win Since 2023 Flat Turf Season) (Div 1)"
2058,"Download The Raceday Ready App ""Confined"" Handicap (No Win Since 2023 Flat Turf Season) (Div 2)"
2059,Golf Membership On Sale Now Maiden Hurdle (GBB Race)
2060,Visit Irish Bloodstock Sales With ITM Mares' Handicap Chase
2061,Family Raceday 21st April Free Entertainment Handicap Chase
2062,Annual Memberships On Sale April 22nd Handicap Hurdle
2063,Hold Your Event At Wincanton Racecourse Handicap Hurdle
2064,Pay To Play Golf At Wincanton Veterans' Handicap Chase
2065,Download The Raceday Ready App EBF Restricted Novice Stakes (For Horses In Bands C And D) (GBB Race)
2066,Tips For Every Race At raceday-ready.com Handicap
2067,Download The Racing App Now Novices' Handicap Chase
2068,Hereford Countryside Raceday This Sunday Novices' Limited Handicap Hurdle
2069,"Try The Racing App This Afternoon Fillies' Junior ""National Hunt"" Hurdle (GBB Race)"
2070,Blackmores Building Contractors Novices' Handicap Hurdle
2071,Hereford Motor Group Handicap Hurdle
2072,Race By Race Southwell Specials @planetsportbet Handicap
2073,Best Odds Guaranteed At PlanetSportBet Handicap
2074,Liz And Izzy's HOAP Podcast Handicap
2075,Download The PlanetSportBet App Handicap
2076,Read Harry Cobden's Blog At PlanetSportBet Novice Stakes (GBB Race)
2077,Get Emma's Offers At PlanetSportBet Fillies' Handicap
2078,Bet On The Grand National @planetsportbet Handicap
2079,Best Prices Guaranteed Daily At Vickers.Bet Maiden Stakes (GBB Race)
2080,Abate The Champ Handicap
2081,Water Moon Handicap (Div 1)
2082,Water Moon Handicap (Div 2)
2083,Download The Vickers.Bet App Handicap
2084,Ruby Lodge Care Home In Thirsk Handicap
2085,Shadow Night Handicap
2086,Storm Chaser Handicap
2087,Unibet Support Safe Gambling/EBF Fillies' Novice Stakes (GBB Race)
2088,Try Unibet's New Acca Boosts Novice Stakes (GBB Race)
2089,Unibet More Boosts In More Races Handicap (London Mile Series Qualifier)
2090,Bet @ racingtv.com Handicap
2091,Download The Racecourse App Raceday Ready Restricted Maiden Stakes (Bands C And D) (GBB Race)
2092,100 Years Of Market Rasen Racecourse Maiden Hurdle (GBB Race)
2093,'Rasen Rocks' Featuring Ella Henderson Handicap Hurdle
2094,'Rasen Rocks' Featuring James Arthur Handicap Chase
2095,Market Rasen Racecourse's Centenary Celebration Year Handicap Hurdle
2096,Book Summer Plate Ladies Day Now Handicap Chase
2097,Family Extravaganza Raceday Sunday 7th July Open National Hunt Flat Race (C1 Elim') (GBB) (Div 1)
2098,Family Extravaganza Raceday Sunday 7th July Open National Hunt Flat Race (C1 Elim') (GBB) (Div 2)
2099,Get Raceday Ready Maiden Stakes (Newcomers' Race) (GBB Race)
2100,"Get The Inside Track With raceday-ready.com Fillies' Restricted Novice Stakes (Bands B, C & D) (GBB)"
2101,Free Digital Racecard At raceday-ready.com 'Confined' Handicap (For Horses Won No More Than Once)
2102,Aparto (C & G) Maiden
2103,SHEIN Cup Handicap
2104,1888 Restaurant (C & G) Maiden
2105,Irish Stallion Farms EBF Heritage Stakes (Listed Race)
2106,SPIN1038 Handicap
2107,Aparto Handicap
2108,Leopardstown Golf And Driving Range Handicap
2109,Close Brothers Manifesto Novices' Chase (Grade 1) (GBB Race)
2110,Boodles Anniversary 4-Y-O Juvenile Hurdle (Grade 1) (GBB Race)
2111,William Hill Bowl Chase (Grade 1) (GBB Race)
2112,William Hill Aintree Hurdle (Grade 1) (GBB Race)
2113,Randox Foxhunters' Open Hunters' Chase
2114,Close Brothers Red Rum Handicap Chase (Premier Handicap) (GBB Race)
2115,Goffs Nickel Coin Mares' Standard Open National Hunt Flat Race (Grade 2) (GBB Race)
2116,British EBF Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race)
2117,Racing Value At bet365 Handicap
2118,6 horses Challenge At bet365 Handicap
2119,Download The bet365 App Maiden Fillies' Stakes (GBB Race)
2120,Best Odds Guaranteed At PlanetPportBet Novice Stakes (GBB Race)
2121,Bet On The Grand National @planetsportbet Fillies' Handicap
2122,Liz And Izzy's Hoap Podcast Handicap
2123,Read Harry Cobden's Blog At PlanetSportBet Handicap
2124,Get Emma's Offers At PlanetSportBet Handicap
2125,Blackdown Motor Company Novices' Hurdle (Novices' Championship Hurdle Series Qualifier) (GBB Race)
2126,Royal Ascot Lunch Saturday 22nd June Novices' Handicap Hurdle
2127,Summerfield Developments Handicap Hurdle
2128,Quor Systems Paperless Handicap Chase
2129,Taunton Round Table T-Rex Steaks Handicap Hurdle
2130,Stables Business Park Handicap Chase
2131,Ladies Evening Meeting Wednesday 24th April Open Maiden NH Flat Race (Cat 3 Elim) (GBB) (Div 1)
2132,Ladies Evening Meeting Wednesday 24th April Open Maiden NH Flat Race (Cat 3 Elim) (GBB) (Div 2)
2133,Molly's Late Bar Fillies Maiden Hurdle
2134,D & J Glazing Handicap Hurdle
2135,Camden Square Novice Handicap Hurdle
2136,Supermac's (C & G) Maiden Hurdle
2137,Ishka Handicap Hurdle
2138,Locke Burger Handicap Hurdle
2139,Huyton Asphalt Franny Blennerhassett Memorial Mildmay Novices' Chase (Grade 1) (GBB Race)
2140,William Hill Handicap Hurdle (Premier Handicap) (GBB Race)
2141,TrustATrader Top Novices' Hurdle (Grade 1) (GBB Race)
2142,My Pension Expert Melling Chase (Grade 1) (GBB Race)
2143,Randox Supports Race Against Dementia Topham Handicap Chase (Premier Handicap) (GBB Race)
2144,Cavani Sartorial Menswear Sefton Novices' Hurdle (Grade 1) (GBB Race)
2145,Alder Hey Handicap Hurdle (Conditional Jockeys' And Amateur Riders' Race) (GBB Race)
2146,Racing TV Just £12 Per Month Maiden Hurdle (GBB Race)
2147,Huge Savings At racingtv.com/Gnoffer Handicap Chase
2148,Racing TV Novices' Limited Handicap Hurdle
2149,horsepwr.co.uk For Welfare Facts & Information Handicap Hurdle
2150,Special Racing TV Offer Just £12 Handicap Chase
2151,Every Race Life On Racing TV Open National Hunt Flat Race (Category 1 Elimination) (GBB Race)
2152,Best Odds Guaranteed At PlanetSportBet Maiden Stakes (GBB Race)
2153,Read Harry Cobden's Blog At PlanetSportBet Fillies' Handicap
2154,Grand National Lucky Dip At BetVictor Handicap
2155,Get Best Odds Guaranteed At BetVictor Maiden
2156,Greyhound Racing Every Weekend Handicap
2157,Anthony McCrave Senior Memorial Handicap (Div 1)
2158,Anthony McCrave Senior Memorial Handicap (Div 2)
2159,Turners Mersey Novices' Hurdle (Grade 1) (GBB Race)
2160,William Hill Handicap Chase (Registered As The Freebooter Handicap Chase) (Premier Handicap) (GBB)
2161,JRL Group Liverpool Hurdle (Grade 1) (GBB Race)
2162,Randox Grand National Handicap Chase (Premier Handicap) (GBB Race)
2163,My Pension Expert Maghull Novices' Chase (Grade 1) (GBB Race)
2164,Weatherbys nhstallions.co.uk Standard Open National Hunt Flat Race (Grade 2) (GBB Race)
2165,First Choice Drainage Solutions Maiden Fillies' Stakes (GBB Race)
2166,It's Never Ordinary At Bet 365 Handicap
2167,Bet Boost At bet365 Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race)
2168,Best Odds On Welsh Sport DragonBet Junior 'National Hunt' Hurdle (GBB Race)
2169,DragonBet Born From The Betting Ring Mares' Novices' Hurdle (GBB Race)
